"CATEGORY","HANDLE","PARCELID","PROPERTYADDRESS"
"Vacant Lot","13684000035","36849035000","4274 GARFIELD AV "
"Vacant Building","13697000430","36979430000","4351 COTE BRILLIANTE AV "
"Vacant Lot","13627000020","36279020000","3856 LABADIE AV "
"Vacant Lot","13639000170","36399170000","3913 COTE BRILLIANTE AV "
"Fenced & Locked or Paved Lot","13672000360","36729360000","4231 ST LOUIS AV "
"Vacant Building","13597000065","35979065000","4056 LEE AV "
"Vacant Building","13623000160","36239160000","3118 WHITTIER ST "
"Vacant Lot","13627000100","36279100000","3832 LABADIE AV "
"Vacant Building","13639000270","36399270000","3949 COTE BRILLIANTE AV "
"Vacant Lot","13714000470","37149470000","4567 MAFFITT AV "
"Vacant Lot","13718000040","37189040000","4604 ST FERDINAND AV "
"Vacant Lot","13718000150","37189150000","4568 ST FERDINAND AV "
"Fenced & Locked or Paved Lot","13725000030","37259030000","4470 EVANS AV "
"Vacant Building","13733000720","37339720000","4005 PAGE BLVD "
"Vacant Lot","13739000200","37399200000","3828 PAGE BLVD "
"Vacant Lot","13747000275","37479275000","3710 FINNEY AV "
"Fenced & Locked or Paved Lot","13739000310","37399310000","3739 COOK AV "
"Vacant Lot","13715000070","37159070000","4576 MAFFITT AV "
"Vacant Lot","13819030290","38199145000","5641 WELLS AV "
"Vacant Lot","13789000080","37899080000","5064 WELLS AV "
"Vacant Lot","13806070280","38069095000","1427 GRANVILLE PL "
"Vacant Lot","13772000300","37729300000","4614 VERNON AV "
"Vacant Lot","13775030270","37759080000","4556 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","13644020120","36449375000","3900 KENNERLY AV "
"Vacant Building","13649000331","36499331000","4067 ST LOUIS AV "
"Vacant Lot","13621000380","36219380000","3029 LAMBDIN AV "
"Vacant Lot","13627000160","36279160000","3814 LABADIE AV "
"Vacant Lot","13623000080","36239080000","3040 WHITTIER ST "
"Vacant Lot","11088000040","10889040000","2320 HEBERT ST "
"Vacant Lot","13397000090","33979090000","4328 WARNE AV "
"Vacant Building","13573030620","35739310000","4133 W LEE AV "
"Fenced & Locked or Paved Lot","13577000240","35779240000","4162 WARNE AV "
"Fenced & Locked or Paved Lot","13577000260","35779260000","4166 E WARNE AV "
"Northside Regeneration VB","11090050150","10909070000","2209 DODIER ST "
"Vacant Lot","11422000370","14229370000","2839 TEXAS AV "
"Vacant Lot","10475000171","04759171000","1316 RUTGER ST "
"Fenced & Locked or Paved Lot","11091000060","10919060000","2222 UNIVERSITY ST "
"Northside Regeneration VL","11848000240","18489240000","2833 MADISON ST "
"Northside Regeneration VL","11891000470","18919470000","2401 COLEMAN ST "
"Fenced & Locked or Paved Lot","12051000040","20519040000","1814 ARSENAL ST "
"Fenced & Locked or Paved Lot","11975000240","19759240000","3016 SALENA ST "
"Fenced & Locked or Paved Lot","11658000040","16589040000","3708 S BROADWAY "
"Northside Regeneration VL","11089000200","10899200000","2203 SULLIVAN AV "
"Fenced & Locked or Paved Lot","10474030151","04749075000","1115 PARK AV "
"Vacant Lot","11848000150","18489150000","2809 MADISON ST "
"Fenced & Locked or Paved Lot","11427000097","14279097000","2916 MAGNOLIA AV "
"Fenced & Locked or Paved Lot","13577000230","35779230000","4160 WARNE AV "
"Vacant Lot","10475000148","04759148000","1201 PARK AV "
"Fenced & Locked or Paved Lot","10482030040","04829020000","1112 DOLMAN ST "
"Northside Regeneration VL","11091000320","10919320000","2824 N 23RD ST "
"Vacant Lot","11851000105","18509120000","2914 MADISON ST "
"Vacant Lot","12184000040","21849040000","3601 CHOUTEAU AV "
"Vacant Lot","12483000170","24839170000","4309 OBEAR AV "
"Fenced & Locked or Paved Lot","12442000310","24429310000","4421 RANDALL PL "
"Fenced & Locked or Paved Lot","11892000020","18929020000","2402 N GRAND BLVD "
"Vacant Building","11426000130","14269130000","2852 MAGNOLIA AV "
"Vacant Lot","10019000015","00199015000","1100 N WHARF ST "
"Fenced & Locked or Paved Lot","12185020031","21859025000","700 S SPRING AV "
"Northside Regeneration VL","12335000060","23359060000","1614 HELEN ST "
"Vacant Building","13817100100","38179370000","1380 SHAWMUT PL "
"Vacant Lot","13573030640","35739320000","4139 W LEE AV "
"Vacant Lot","13543000160","35439160000","2115 ALICE AV "
"Fenced & Locked or Paved Lot","13543000180","35439180000","2123 ALICE AV "
"Vacant Lot","13397000020","33979020000","4308 WARNE AV "
"Northside Regeneration VL","12372000170","23729170000","3024 ELLIOTT AV "
"Vacant Lot","12424000210","24249210000","4153 GROVE ST "
"Northside Regeneration VL","11891000070","18919070000","2416 BACON ST "
"Vacant Building","12568000160","25689160000","2808 KEOKUK ST "
"Vacant Building","12587000180","25879180000","3628 LIERMANN AV "
"Vacant Building","12991040300","29919140000","5614 MAPLE AV "
"Vacant Lot","13082000060","30829060000","201 STEINS ST "
"Vacant Building","13762050060","37629030000","752 BAYARD AV "
"Vacant Lot","13764050450","37649225000","777 N EUCLID AV "
"Vacant Lot","13738000180","37389180000","3804 COOK AV "
"Vacant Lot","13742000390","37429390000","3924 COOK AV "
"Vacant Lot","13759000020","37599020000","4480 DELMAR BLVD "
"Vacant Building","13717000380","37179380000","4523 ST FERDINAND AV "
"Vacant Building","13665000110","36659110000","2600 WHITTIER ST "
"Vacant Lot","13638000050","36389050000","3938 COTE BRILLIANTE AV "
"Vacant Lot","13644010480","36449235000","3963 KENNERLY AV "
"Vacant Lot","13648000420","36489420000","3023 CLAY AV "
"Vacant Lot","13626000265","36269265000","3817 LABADIE AV "
"Vacant Lot","13649000040","36499040000","4050 LABADIE AV "
"Vacant Lot","13630000290","36309290000","3831 COTTAGE AV "
"Vacant Lot","13626000300","36269300000","3829 LABADIE AV "
"Vacant Building","13626000360","36269360000","3847 LABADIE AV "
"Vacant Lot","13621000170","36219170000","3122 MARNICE PL "
"Vacant Lot","13621000180","36219180000","3128 MARNICE PL "
"Vacant Building","13605000070","36059070000","4222 MARGARETTA AV "
"Vacant Building","13567000410","35679410000","4225 HARRIS AV "
"Vacant Lot","13596000140","35969140000","4006 LEE AV "
"Vacant Lot","13573030380","35739190000","4144 W PENROSE ST "
"Vacant Lot","13232000300","32329300000","8415 WATER ST "
"Vacant Lot","13307000080","33079080000","4322 PRAIRIE AV "
"Vacant Lot","13307000120","33079120000","4338 PRAIRIE AV "
"Vacant Lot","13214000080","32149080000","534 DAVIS ST "
"Vacant Lot","13733000380","37339380000","3930 EVANS AV "
"Vacant Building","13742000710","37429710000","4011 FINNEY AV "
"Vacant Lot","13728000480","37289480000","4211 W EVANS AV "
"Vacant Building","13733000460","37339460000","3901 PAGE BLVD "
"Vacant Building","13733000470","37339470000","3909 PAGE BLVD "
"Fenced & Locked or Paved Lot","13724000440","37249440000","4477 EVANS AV "
"Vacant Lot","13697000010","36979010000","4366 GARFIELD AV "
"Vacant Lot","13697000030","36979030000","4358 GARFIELD AV "
"Vacant Lot","13701000410","37019410000","4453 ALDINE AV "
"Vacant Lot","13710020280","37109295000","3003 N TAYLOR AV "
"Vacant Lot","13689000170","36899170000","2723 LAMBDIN AV "
"Vacant Lot","13678000283","36789283000","1908 ANNIE MALONE DR "
"Vacant Lot","13679000150","36799150000","4201 COTE BRILLIANTE AV "
"Vacant Lot","13683000430","36839430000","4255 ALDINE AV "
"Fenced & Locked or Paved Lot","13690000010","36909010000","4306 ST LOUIS AV "
"Vacant Lot","13702000110","37029110000","4426 GARFIELD AV "
"Vacant Lot","13629020390","36299405000","3867 LINCOLN AV "
"Northside Regeneration VL","12372000090","23729090000","3001 N JEFFERSON AV "
"Vacant Lot","13721000060","37219060000","4574 COTE BRILLIANTE AV "
"Vacant Lot","13729000230","37299230000","4208 EVANS AV "
"Ranken Tech","13725000420","37259420000","4461 PAGE BLVD "
"Vacant Lot","13679000190","36799190000","4213 COTE BRILLIANTE AV "
"Vacant Lot","13679000200","36799200000","4215 COTE BRILLIANTE AV "
"Vacant Building","13690000160","36909160000","4245 W MAFFITT AV "
"Fenced & Locked or Paved Lot","13775030230","37759060000","4572 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","13775030240","37759065000","4570 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","13733000660","37339660000","3961 PAGE BLVD "
"Garden Lot","13754000520","37549520000","4019 ENRIGHT AV "
"Vacant Lot","13762050240","37629120000","902 BAYARD AV "
"Vacant Lot","13739000270","37399270000","1217 PRAIRIE AV "
"Fenced & Locked or Paved Lot","13747000300","37479300000","3704 FINNEY AV "
"Vacant Lot","13718000220","37189220000","4550 ST FERDINAND AV "
"Vacant Lot","13537000160","35379160000","2017 E WARNE AV "
"Vacant Building","13568000310","35689310000","4247 RED BUD AV "
"Vacant Building","13549000040","35499040000","4514 HARRIS AV "
"Vacant Lot","13307000240","33079240000","4335 GANO AV "
"Vacant Building","13397000140","33979140000","4344 WARNE AV "
"Garden Lot","13397000170","33979170000","4350 WARNE AV "
"Vacant Building","13397000210","33979210000","3934 W FLORISSANT AV "
"Vacant Lot","13307000290","33079290000","4311 GANO AV "
"Vacant Lot","13359000220","33599220000","1505 DESOTO AV "
"Green Space Proj/Habitat Rest","13348050020","33489010000","1452 DESOTO AV "
"Vacant Lot","13359000290","33599290000","1901 DESOTO AV "
"Vacant Building","13391000020","33919020000","2022 E COLLEGE AV "
"Fenced & Locked or Paved Lot","13354000260","33549260000","4247 PRAIRIE AV "
"Vacant Lot","13359000300","33599300000","1903 DESOTO AV "
"Vacant Lot","13359000320","33599320000","1907 DESOTO AV "
"Vacant Lot","13359000360","33599360000","1917 DESOTO AV "
"Vacant Lot","13214000290","32149290000","543 HURCK ST "
"Vacant Lot","13221000060","32219060000","534 MARCEAU ST "
"Vacant Lot","13221000080","32219080000","516 MARCEAU ST "
"Vacant Lot","13062000040","30629040000","7346 VERMONT AV "
"Vacant Building","12999000030","29999030000","6709 MICHIGAN AV "
"Vacant Lot","13829000270","38299270000","5938 HORTON PL "
"Fenced & Locked or Paved Lot","13861000130","38619130000","5801 CATES AV "
"Vacant Lot","13835060440","38359515000","1364 HODIAMONT AV "
"Vacant Lot","13815100190","38159480000","1243 BLACKSTONE AV "
"Vacant Lot","13844000110","38449110000","1343 HODIAMONT AV "
"Vacant Lot","13817090155","38179240000","5748 RIDGE AV "
"Vacant Lot","13864040151","38649220000","5652 CABANNE AV "
"Vacant Lot","13824000110","38249110000","5850 PAGE BLVD "
"Vacant Lot","13802030230","38029110000","1385 ARLINGTON AV "
"Vacant Building","13807100040","38079410000","1364 MONTCLAIR AV "
"Vacant Building","13797000280","37979280000","5321 WELLS AV "
"Vacant Lot","13807100070","38079425000","1376 MONTCLAIR AV "
"Vacant Building","13791000560","37919560000","5071 PAGE BLVD "
"Vacant Lot","13683000470","36839470000","4271 ALDINE AV "
"Vacant Lot","13358000140","33589140000","2010 LINTON AV "
"Vacant Lot","13396000100","33969100000","4224 WARNE AV "
"Vacant Lot","13567000470","35679470000","4207 HARRIS AV "
"Vacant Building","13702000360","37029360000","4443 COTE BRILLIANTE AV "
"Vacant Building","13598000110","35989110000","4045 FAIR AV "
"Vacant Building","13623000220","36239220000","3132 WHITTIER ST "
"Vacant Lot","13308000190","33089190000","2119 GANO AV "
"Vacant Building","13392000070","33929070000","2124 E COLLEGE AV "
"Vacant Building","11848000100","18489100000","2739 MADISON ST "
"Fenced & Locked or Paved Lot","11422000160","14229160000","2824 OHIO AV "
"Fenced & Locked or Paved Lot","11577000140","15779140000","3424 MINNESOTA AV "
"Northside Regeneration VL","11090050100","10909055000","2200 SULLIVAN AV "
"Vacant Building","13679000050","36799050000","4226 GARFIELD AV "
"Vacant Building","13576000130","35769130000","4024 PENROSE ST "
"Fenced & Locked or Paved Lot","13615000275","36159275000","4016 N NEWSTEAD AV "
"Vacant Lot","13306000220","33069220000","4247 GANO AV "
"MSD Water Management","13319000030","33199030000","69 E GRAND AV "
"Vacant Lot","13353000110","33539110000","4334 DESOTO AV "
"Vacant Lot","13620000470","36209470000","4311 LABADIE AV "
"Fenced & Locked or Paved Lot","12991040250","29919115000","5632 MAPLE AV "
"Vacant Building","12991040290","29919135000","5618 MAPLE AV "
"Vacant Lot","13639000100","36399100000","3920 GARFIELD AV "
"Vacant Lot","13596000110","35969110000","4014 LEE AV "
"Vacant Lot","13698000010","36989010000","4372 COTE BRILLIANTE AV "
"Vacant Lot","13698000030","36989030000","4360 COTE BRILLIANTE AV "
"MSD Water Management","12921000070","29219070000","100 E FILLMORE ST "
"Fenced & Locked or Paved Lot","11097000380","10979380000","2817 RAUSCHENBACH AV "
"Vacant Lot","12426000110","24269110000","4207 GLASGOW AV "
"Fenced & Locked or Paved Lot","12484000030","24849030000","4314 OBEAR AV "
"Vacant Lot","12427000040","24279040000","4210 PLEASANT ST "
"Vacant Building","12484000080","24849080000","3622 W FLORISSANT AV "
"Vacant Building","12484000090","24849090000","3618 W FLORISSANT AV "
"Vacant Building","11578000260","15789260000","3531 PENNSYLVANIA AV "
"Fenced & Locked or Paved Lot","12804000207","28049207000","5030 VIRGINIA AV "
"Vacant Lot","13640000080","36409080000","3950 NORTH MARKET ST "
"Vacant Lot","13679000320","36799320000","1824 ANNIE MALONE DR "
"Vacant Lot","13680000030","36809030000","4230 COTE BRILLIANTE AV "
"Vacant Lot","13715000110","37159110000","4562 MAFFITT AV "
"Vacant Building","13563000130","35639130000","4448 ATHLONE AV "
"Vacant Building","11662000020","16629020000","3744 ILLINOIS AV "
"Vacant Building","11579000210","15799210000","3515 MINNESOTA AV "
"Fenced & Locked or Paved Lot","11976000026","19769026000","3004 WISCONSIN AV "
"Northside Regeneration VL","12336000040","23369040000","1608 HOGAN ST "
"Northside Regeneration VL","12375000230","23759230000","2633 HEBERT ST "
"Vacant Building","12443000070","24439070000","4318 19TH ST "
"Fenced & Locked or Paved Lot","11098000075","10989075000","2910 N 21ST ST "
"Vacant Building","12569000260","25699260000","3929 OREGON AV "
"Vacant Lot","13729000340","37299340000","4224 EVANS AV "
"Vacant Building","14169030550","41699290000","4365 BECK AV "
"Fenced & Locked or Paved Lot","14331050310","43319160000","1551 SELLS AV "
"Vacant Building","11580000060","15809060000","3432 MICHIGAN AV "
"Northside Regeneration VL","12336000070","23369070000","1616 HOGAN ST "
"Vacant Building","11092000090","10929090000","2206 ST LOUIS AV "
"Vacant Building","11578000030","15789030000","3538 MINNESOTA AV "
"Fenced & Locked or Paved Lot","11096000101","10969101000","2614 N 22ND ST "
"Fenced & Locked or Paved Lot","11426000020","14269020000","2846 NEBRASKA AV "
"Northside Regeneration VL","11096000206","10969206000","2624 N 22ND ST "
"Northside Regeneration VL","12334000320","23349320000","1853 MULLANPHY ST "
"Vacant Building","11848000130","18489130000","2803 MADISON ST "
"Vacant Lot","11089000350","10899350000","2249 SULLIVAN AV "
"Vacant Building","11577000170","15779170000","3414 MINNESOTA AV "
"Vacant Lot","13573030500","35739250000","4110 W PENROSE ST "
"Vacant Lot","13597000210","35979210000","4037 KOSSUTH AV "
"Vacant Building","13535000280","35359280000","1949 ALICE AV "
"Vacant Lot","13753000785","37539785000","4067 DELMAR BLVD "
"Fenced & Locked or Paved Lot","13774040012","37749375000","4632 EVANS AV "
"Vacant Lot","13621000120","36219120000","3108 MARNICE PL "
"Vacant Lot","13596000100","35969100000","4020 LEE AV "
"Vacant Lot","13596000170","35969170000","4123 WARNE AV "
"Vacant Lot","13596000210","35969210000","4007 KOSSUTH AV "
"Vacant Lot","13307000020","33079020000","4308 PRAIRIE AV "
"Vacant Lot","13130000010","31309010000","226 COURTOIS ST "
"Vacant Lot","13715000120","37159120000","4560 MAFFITT AV "
"Vacant Lot","13715000150","37159150000","4554 MAFFITT AV "
"Fenced & Locked or Paved Lot","10161000030","01619030000","730 S 6TH ST "
"Vacant Lot","12992010390","29929105000","920 BELT AV "
"Vacant Lot","13038000150","30389150000","7226 MICHIGAN AV "
"Northside Regeneration VL","11097000050","10979050000","2900 N 22ND ST "
"Fenced & Locked or Paved Lot","11660000120","16609120000","3643 S BROADWAY "
"Vacant Lot","13684000190","36849190000","4212 W GARFIELD AV "
"Vacant Lot","13691000350","36919350000","4349 W MAFFITT AV "
"Vacant Building","11579000160","15799160000","3110 POTOMAC ST "
"Fenced & Locked or Paved Lot","10257000080","02579080000","1101 N 9TH ST "
"Fenced & Locked or Paved Lot","10482100030","04829510000","1746 CHOUTEAU AV "
"Vacant Lot","10483030141","04839045000","1626 HICKORY ST "
"Mow to Own","11662000100","16629100000","3712 ILLINOIS AV "
"Vacant Lot","12336000020","23369020000","1604 HOGAN ST "
"Northside Regeneration VL","12376180020","23769010000","2532 W PALM ST "
"Vacant Lot","13718000451","37189451000","4521 NORTH MARKET ST "
"Fenced & Locked or Paved Lot","13781000660","37819660000","4831 LEDUC ST "
"Fenced & Locked or Paved Lot","14380040130","43809160000","4935 PENROSE ST "
"Vacant Lot","14389010270","43899135000","4013 SHREVE AV "
"Vacant Lot","14389110240","43899690000","4820 LEE AV "
"Vacant Building","14391020640","43919485000","4350 N EUCLID AV "
"Fenced & Locked or Paved Lot","10483030380","04839170000","1307 GRATTAN ST "
"Northside Regeneration VL","11098000220","10989220000","3110 N 21ST ST "
"Northside Regeneration VL","11098000265","10989265000","3023 N 20TH ST "
"Northside Regeneration VL","11098000290","10989290000","3017 N 20TH ST "
"Vacant Lot","12486000110","24869110000","4234 JOHN AV "
"Garden Lot","10483040360","04839360000","1701 PARK AV "
"Northside Regeneration VL","11098000270","10989270000","3021 N 20TH ST "
"Vacant Lot","11098000300","10989300000","2913 N 20TH ST "
"Vacant Lot","11099000030","10999030000","2514 N 21ST ST "
