"CATEGORY","HANDLE","PARCELID","PROPERTYADDRESS"
"Vacant Lot","14403250110","44039175000","4710 BIRCHER BLVD "
"Vacant Building","14403250140","44039185000","4429 MARCUS AV "
"Fenced & Locked or Paved Lot","14131000240","41319240000","5912 HORTON PL "
"Fenced & Locked or Paved Lot","14233000090","42339090000","7725 FORDEY ST "
"Vacant Building","14116000040","41169040000","4262 MIAMI ST "
"Vacant Building","13101000190","31019190000","7600 ALABAMA AV "
"Vacant Lot","13643000280","36439280000","3901 COTTAGE AV "
"Vacant Lot","12777050100","27779050000","4725 VIRGINIA AV "
"Vacant Lot","12801000105","28019105000","451 WALSH ST "
"Vacant Building","11532000045","15329045000","3330 WISCONSIN AV "
"Vacant Building","15014000140","50149140000","4770 ST LOUIS AV "
"Vacant Lot","15004000011","50049011000","7082 OLEATHA AV "
"Vacant Building","14997000070","49979070000","5962 WABADA AV "
"Vacant Lot","14995000510","49959510000","2600 HODIAMONT AV "
"Vacant Building","14998000280","49989280000","1923 HAMILTON AV "
"Vacant Lot","14999000290","49999290000","5905 THEODOSIA AV "
"Fenced & Locked or Paved Lot","14997000120","49979120000","5950 WABADA AV "
"Vacant Lot","14998000310","49989310000","5903 COTE BRILLIANTE AV "
"Vacant Building","11642000280","16429280000","2701 WINNEBAGO ST "
"Vacant Building","11642000300","16429300000","2711 WINNEBAGO ST "
"Fenced & Locked or Paved Lot","14997000190","49979190000","5930 WABADA AV "
"Vacant Building","11642000340","16429340000","2719 WINNEBAGO ST "
"Vacant Lot","14991000450","49919450000","5843 THEODOSIA AV "
"Northside Regeneration VL","10979000050","09799050000","2730 STODDARD ST "
"Northside Regeneration VL","11886000320","18869320000","1923 COLEMAN ST "
"Vacant Building","11536000190","15369190000","3313 S 18TH ST "
"Northside Regeneration VL","10979000190","09799190000","2703 MILLS ST "
"Northside Regeneration VL","10979000250","09799250000","2725 MILLS ST "
"Vacant Lot","15149000200","51499200000","5126 PAGE BLVD "
"Vacant Building","15148000160","51489160000","5128 MAPLE AV "
"Fenced & Locked or Paved Lot","15138000480","51389480000","5011 EMERSON AV "
"Vacant Building","15139000160","51399160000","5075 ALCOTT AV "
"Vacant Lot","15129000400","51299400000","5805 THEKLA AV "
"Vacant Building","15135000140","51359140000","5776 W FLORISSANT AV "
"Vacant Lot","15133000210","51339210000","5702 W FLORISSANT AV "
"Vacant Lot","15138000080","51389080000","5020 ALCOTT AV "
"Vacant Lot","14991000600","49919600000","5889 THEODOSIA AV "
"Vacant Lot","14956000010","49569010000","3866 FOLSOM AV "
"Vacant Lot","14949000320","49499320000","3867 CASTLEMAN AV "
"Garden Lot","14964000160","49649160000","4026 FOLSOM AV "
"Fenced & Locked or Paved Lot","14959000040","49599040000","3937 PARK AV "
"Vacant Lot","14914000450","49149450000","5615 LOTUS AV "
"Vacant Building","14913000280","49139280000","5604 LOTUS AV "
"Vacant Lot","16097000090","60979090000","5860 TERRY AV "
"Vacant Lot","16099000220","60999220000","2849 GOODFELLOW BLVD "
"Vacant Lot","16099000290","60999290000","5835 ROOSEVELT PL "
"Vacant Building","11940000160","19409160000","3006 KOSSUTH AV "
"Vacant Lot","11940000180","19409180000","3000 KOSSUTH AV "
"Vacant Lot","14465000390","44659390000","3039 MARNICE PL "
"Vacant Lot","14472000010","44729010000","4670 ST FERDINAND AV "
"Vacant Lot","14843000340","48439340000","5105 ENRIGHT AV "
"Vacant Lot","16186000010","61869010000","8700 RIVERVIEW BLVD "
"Vacant Building","16188000270","61889270000","8717 ANNETTA AV "
"Vacant Lot","16159000145","61599145000","5236 LABADIE AV "
"Vacant Lot","12156000450","21569450000","3139 ST VINCENT AV "
"Fenced & Locked or Paved Lot","12474000100","24749100000","1520 JOHN AV "
"Vacant Lot","16146000370","61469370000","8748 GOODFELLOW BLVD "
"Primary Highway Easement","11312000360","13129360000","1817 OREGON AV "
"Fenced & Locked or Paved Lot","11313000270","13139270000","1721 CALIFORNIA AV "
"Primary Highway Easement","11313000320","13139320000","1803 CALIFORNIA AV "
"Vacant Lot","15037000060","50379060000","4228 W FARLIN AV "
"Vacant Lot","14997000130","49979130000","5948 WABADA AV "
"Vacant Building","14993000140","49939140000","5850 WABADA AV "
"Vacant Lot","14992000560","49929560000","5873 COTE BRILLIANTE AV "
"Vacant Building","14990000390","49909390000","5881 DR MARTIN LUTHER KING DR "
"Vacant Lot","14990000440","49909440000","5895 DR MARTIN LUTHER KING DR "
"Vacant Building","11643000025","16439025000","3740 IOWA AV "
"Vacant Lot","14991000440","49919440000","5841 THEODOSIA AV "
"Northside Regeneration VL","10978000330","09789330000","743 STODDARD ST "
"Vacant Building","11643000080","16439080000","3720 IOWA AV "
"Fenced & Locked or Paved Lot","11809000142","18099142000","1408 MISSISSIPPI AV "
"Northside Regeneration VL","10978000340","09789340000","1116 N LEFFINGWELL AV "
"Vacant Lot","10979000300","09799300000","2737 MILLS ST "
"Vacant Building","11376000010","13769010000","2926 MILTON BLVD "
"Northside Regeneration VL","10980050200","09809100000","2723 COLE ST "
"Northside Regeneration VL","10980050220","09809110000","2727 COLE ST "
"Vacant Building","14883000190","48839190000","6105 GARESCHE AV "
"Playground","14969000180","49699180000","4101 BLAINE AV "
"Vacant Lot","14913000430","49139430000","5647 COTE BRILLIANTE AV "
"Vacant Lot","14913000230","49139230000","5618 LOTUS AV "
"Sensient Colors","12367000055","23679055000","2701 N LEFFINGWELL AV "
"Vacant Lot","14875000005","48759005000","4190 DELMAR BLVD "
"Vacant Lot","14872000160","48729160000","2711 N SPRING AV "
"Fenced & Locked or Paved Lot","14847000020","48479020000","5208 CATES AV "
"Vacant Lot","14874000610","48749610000","712 WHITTIER ST "
"Primary Highway Easement","14752040200","47529175000","5559 ARTHUR AV "
"Fenced & Locked or Paved Lot","15047000370","50479370000","4559 SWAN AV "
"Commercial","14929000230","49299230000","4131 FLAD AV "
"Vacant Lot","14824000385","48249385000","2865 SEMPLE AV "
"Fenced & Locked or Paved Lot","14826000680","48269680000","5747 DR MARTIN LUTHER KING DR "
"Vacant Lot","14824000120","48249120000","2804 BELT AV "
"Vacant Lot","14582000350","45829350000","524 N NEWSTEAD AV "
"Ranken Tech","14561000070","45619070000","4336 FINNEY AV "
"Vacant Lot","14519020260","45199280000","3309 ABNER PL "
"Vacant Lot","14531000170","45319170000","1952 CLARA AV "
"Vacant Lot","14531000200","45319200000","1964 CLARA AV "
"Vacant Lot","14531000260","45319260000","1975 BURD AV "
"Vacant Lot","14827000565","48279565000","5647 THEODOSIA AV "
"Vacant Lot","14825000500","48259500000","2733 ARLINGTON AV "
"Vacant Lot","14825000520","48259520000","2723 ARLINGTON AV "
"Vacant Building","14865000150","48659150000","5650 CHAMBERLAIN AV "
"Vacant Building","14872000080","48729080000","3730 ST LOUIS AV "
"Fenced & Locked or Paved Lot","14845000010","48459010000","5242 ENRIGHT AV "
"Vacant Lot","14839000060","48399060000","5070 CATES AV "
"Vacant Building","14840000200","48409200000","5032 CABANNE AV "
"Vacant Lot","14824000100","48249100000","2742 BELT AV "
"Fenced & Locked or Paved Lot","11644000180","16449180000","2702 CHIPPEWA ST "
"Vacant Building","15132000330","51329330000","5507 PLOVER AV "
"Vacant Lot","15139000070","51399070000","5054 DAVISON AV "
"Vacant Lot","15126000460","51269460000","5715 THEKLA AV "
"Garden Lot","14964000200","49649200000","4016 FOLSOM AV "
"Vacant Lot","14960000160","49609160000","3933 FOLSOM AV "
"Vacant Lot","11646000050","16469050000","3732 OHIO AV "
"Fenced & Locked or Paved Lot","11002000200","10029200000","2825 JAMES COOL PAPA BELL AV "
"Northside Regeneration VL","11003000220","10039220000","2821 THOMAS ST "
"Vacant Building","11003000230","10039230000","2823 THOMAS ST "
"Northside Regeneration VL","11004000130","10049130000","2916 SHERIDAN AV "
"Northside Regeneration VL","11004000250","10049250000","2915 THOMAS ST "
"Vacant Lot","11004000320","10049320000","2939 THOMAS ST "
"Fenced & Locked or Paved Lot","12368000050","23689050000","2600 UNIVERSITY ST "
"Northside Regeneration VB","11007000070","10079070000","2953 GAMBLE ST "
"Northside Regeneration VL","11008000060","10089060000","2906 GAMBLE ST "
"Northside Regeneration VL","11008000190","10089190000","2915 DR MARTIN LUTHER KING DR "
"Vacant Building","13830110090","38309350000","5908 ETZEL AV "
"Vacant Building","13835050340","38359160000","5917 ROMAINE PL "
"Vacant Building","13857000130","38579130000","957 HAMILTON BLVD "
"Vacant Lot","13799000550","37999550000","1392 ARLINGTON AV "
"Vacant Lot","13736000270","37369270000","3723 COOK AV "
"Vacant Building","13656000270","36569270000","4037 COTE BRILLIANTE AV "
"Vacant Lot","13662000270","36629270000","1727 N SARAH ST "
"Vacant Lot","13662000310","36629310000","1719 N SARAH ST "
"Northside Regeneration VL","11887000410","18879410000","1909 LAFLIN ST "
"Vacant Building","14499050070","44999035000","5204 ST LOUIS AV "
"Vacant Lot","11012000020","10129020000","2934 DR SAMUEL T SHEPARD DR "
"Vacant Building","14478000110","44789110000","4808 MAFFITT AV "
"Vacant Lot","14484060030","44849115000","4864 ST LOUIS AV "
"Vacant Lot","14484060080","44849140000","4852 ST LOUIS AV "
"Vacant Lot","14467030430","44679215000","3109 WHITTIER ST "
"Vacant Lot","14477020080","44779310000","4816 NORTHLAND AV "
"Vacant Building","14481030330","44819170000","4710 ASHLAND AV "
"Fenced & Locked or Paved Lot","14478000270","44789270000","4740 MAFFITT AV "
"Vacant Building","14467030550","44679275000","3029 WHITTIER ST "
"Vacant Lot","14468060540","44689215000","4315 W ST LOUIS AV "
"Vacant Building","14462050040","44629020000","4620 ASHLAND AV "
"Vacant Building","13399000540","33999540000","2103 E COLLEGE AV "
"Vacant Lot","13566000300","35669300000","4200 HARRIS AV "
"Vacant Lot","13629010420","36299210000","3861 KENNERLY AV "
"Fenced & Locked or Paved Lot","13682000270","36829270000","4201 W DR MARTIN LUTHER KING DR "
"Vacant Lot","13816100200","38169530000","1325 BLACKSTONE AV "
"Vacant Building","14477020010","44779275000","4834 NORTHLAND AV "
"Fenced & Locked or Paved Lot","14493020010","44939220000","2860 N KINGSHIGHWAY MEMORIAL BLVD "
"Vacant Lot","14498000290","44989290000","2852 UNION BLVD "
"Vacant Building","14456000030","44569030000","4962 PALM ST "
"Vacant Lot","14459050130","44599060000","4706 LEXINGTON AV "
"Fenced & Locked or Paved Lot","14451000130","44519130000","4719 PALM ST "
"Vacant Lot","14455000210","44559210000","4939 PALM ST "
"Vacant Lot","14455000220","44559220000","4943 PALM ST "
"Vacant Lot","14440100160","44409635000","4202 W LEXINGTON AV "
"Vacant Building","14446030170","44469060000","3619 N NEWSTEAD AV "
"Vacant Building","14448050030","44489015000","4556 NATURAL BRIDGE AV "
"Vacant Lot","14425000280","44259280000","4221 W KOSSUTH AV "
"Vacant Lot","14472000060","44729060000","4654 ST FERDINAND AV "
"Vacant Lot","14477010550","44779270000","4831 HAMMETT PL "
"Vacant Lot","14506000240","45069240000","5034 LOTUS AV "
"Vacant Lot","14411010280","44119130000","4425 FARLIN AV "
"Rehab","14419090110","44199340000","4649 SHIRLEY PL "
"Vacant Lot","14383170010","43839190000","4100 CLARA PL "
"Vacant Lot","14520000090","45209090000","3326 SEMPLE AV "
"Fenced & Locked or Paved Lot","14506000120","45069120000","5140 LOTUS AV "
"Vacant Lot","14513020170","45139380000","5328 COTE BRILLIANTE AV "
"Vacant Lot","14513020260","45139420000","1709 UNION BLVD "
"Vacant Lot","11817000120","18179120000","2708 HICKORY ST "
"Vacant Building","11817000140","18179140000","2702 HICKORY ST "
"Vacant Building","14467030400","44679200000","3117 WHITTIER ST "
"Vacant Building","14472000020","44729020000","4668 ST FERDINAND AV "
"Vacant Lot","14472000030","44729030000","4666 ST FERDINAND AV "
"Vacant Building","14478000050","44789050000","4822 MAFFITT AV "
"Vacant Lot","12322030130","23229050000","1629 19TH ST "
"Sensient Colors","12365000190","23659190000","2716 ELLIOTT AV "
"Northside Regeneration VL","10980060075","09809180000","2701 DR MARTIN LUTHER KING DR "
"Northside Regeneration VL","10980060140","09809190000","2713 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","10981000035","09819035000","2716 DR MARTIN LUTHER KING DR "
"Northside Regeneration VL","10982000010","09829010000","2746 DELMAR BLVD "
"Vacant Building","11643000390","16439390000","2723 CHIPPEWA ST "
"Vacant Building","12418000110","24189110000","2100 PENROSE ST "
"Vacant Lot","12438050080","24389050000","4252 19TH ST "
"Vacant Lot","10982000120","09829120000","2701 DR SAMUEL T SHEPARD DR "
"Northside Regeneration VL","10982000280","09829280000","714 N LEFFINGWELL AV "
"Vacant Lot","11550000090","15509090000","3413 LEMP AV "
"Sensient Colors","12366000080","23669080000","2700 ST LOUIS AV "
"Sensient Colors","12366000170","23669170000","2702 N LEFFINGWELL AV "
"Northside Regeneration VB","11886000570","18869570000","3211 MAGAZINE ST "
"Northside Regeneration VL","10999000010","09999010000","2842 GAMBLE ST "
"Vacant Lot","14531000300","45319300000","1955 BURD AV "
"Fenced & Locked or Paved Lot","14534000230","45349230000","2834 BURD AV "
"Fenced & Locked or Paved Lot","14262000010","42629010000","440 BADEN AV "
"Fenced & Locked or Paved Lot","14294000190","42949190000","8606 N BROADWAY "
"Vacant Lot","14240000210","42409210000","981 SWITZER AV "
"Vacant Building","14447040250","44479235000","4461 ASHLAND AV "
"Vacant Building","14451000090","44519090000","3611 MARCUS AV "
"Vacant Lot","14455000180","44559180000","4917 PALM ST "
"Vacant Building","14449010060","44499030000","4606 LEXINGTON AV "
"Vacant Building","14449010100","44499050000","4603 ASHLAND AV "
"Vacant Building","14428000260","44289260000","4109 KOSSUTH AV "
"Vacant Building","14435000280","44359280000","4191 FARLIN AV "
"Vacant Lot","13682000230","36829230000","1523 ANNIE MALONE DR "
"Vacant Lot","13620000090","36209090000","3028 VINE GROVE AV "
"Vacant Lot","13602000060","36029060000","4176 SACRAMENTO AV "
"Vacant Lot","13311000320","33119320000","1437 GANO AV "
"Vacant Building","13351000360","33519360000","2047 E PRAIRIE AV "
"Fenced & Locked or Paved Lot","14426030010","44269005000","4114 RUSH PL "
"Northside Regeneration VL","11030000360","10309360000","3031 THOMAS ST "
"Northside Regeneration VL","10999000240","09999240000","2817 STODDARD ST "
"Fenced & Locked or Paved Lot","11380000410","13809410000","2755 SHENANDOAH AV "
"Vacant Lot","10999000300","09999300000","2829 STODDARD ST "
"Vacant Lot","10999000320","09999320000","2833 STODDARD ST "
"Vacant Lot","11887000070","18879070000","1806 COLEMAN ST "
"Fenced & Locked or Paved Lot","11001000030","10019030000","2828 JAMES COOL PAPA BELL AV "
"Vacant Lot","13818090050","38189305000","1412 GOODFELLOW BLVD "
"Commercial","14259180280","42599115000","601 BITTNER ST "
"Rehab","14502060230","45029310000","5141 HIGHLAND AV "
"Vacant Lot","14489060170","44899165000","4931 ALDINE PL "
"Vacant Lot","14467040040","44679345000","3026 NEW ASHLAND PL "
"Vacant Lot","14468060640","44689270000","4341 W ST LOUIS AV "
"Vacant Lot","14469060260","44699445000","4457 ST LOUIS AV "
"Vacant Lot","14459050070","44599035000","4722 LEXINGTON AV "
"Vacant Lot","14463000130","44639130000","4428 ASHLAND AV "
"Fenced & Locked or Paved Lot","11012000010","10129010000","2936 DR SAMUEL T SHEPARD DR "
"Vacant Building","15134000280","51349280000","5519 ROBIN AV "
"Vacant Building","15138000040","51389040000","5010 ALCOTT AV "
"Vacant Building","15137000230","51379230000","5519 PARTRIDGE AV "
"Vacant Lot","15138000100","51389100000","5030 ALCOTT AV "
"Vacant Lot","14991000590","49919590000","5887 THEODOSIA AV "
"Fenced & Locked or Paved Lot","11002000205","10029205000","2833 JAMES COOL PAPA BELL AV "
"Northside Regeneration VL","11003000140","10039140000","1347 N LEFFINGWELL AV "
"Northside Regeneration VL","11003000310","10039310000","1346 GLASGOW AV "
"Vacant Building","11006000150","10069150000","2916 JAMES COOL PAPA BELL AV "
"Vacant Lot","11006000160","10069160000","2914 JAMES COOL PAPA BELL AV "
"Garden Lot","11006000230","10069230000","2901 DAYTON ST "
"Northside Regeneration VL","11006000250","10069250000","2915 DAYTON ST "
"Vacant Lot","12438060060","24389185000","4215 BLAIR AV "
"Northside Regeneration VL","11008000180","10089180000","2913 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","11386000080","13869080000","2242 JULES ST "
"Vacant Lot","13985000020","39859020000","4368 HUNT AV "
"Vacant Lot","13828000180","38289180000","5818 BARTMER AV "
"Fenced & Locked or Paved Lot","13821030080","38219360000","1440 LAUREL ST "
"Vacant Building","13793000430","37939430000","5143 MINERVA AV "
"Vacant Lot","13807080200","38079175000","1391 BELT AV "
"Vacant Lot","13816100170","38169515000","1333 BLACKSTONE AV "
"Vacant Lot","13767000461","37679461000","1201 AUBERT AV "
"Vacant Lot","13662000320","36629320000","1715 N SARAH ST "
"Vacant Building","13773000610","37739610000","4723 VERNON AV "
"Vacant Lot","13643000250","36439250000","3906 LINCOLN AV "
"Vacant Lot","13229000100","32299100000","8500 PENNSYLVANIA AV "
"Vacant Lot","11648000090","16489090000","3611 S JEFFERSON AV "
"Northside Regeneration VL","12330000010","23309010000","1812 N 22ND ST "
"Fenced & Locked or Paved Lot","12477000120","24779120000","2014 JOHN AV "
"Vacant Lot","11010000100","10109100000","2905 DELMAR BLVD "
"Fenced & Locked or Paved Lot","11386000270","13869270000","2227 MCNAIR AV "
"Vacant Lot","14484050145","44849070000","4843 ST LOUIS AV "
"Fenced & Locked or Paved Lot","14479000460","44799460000","4759 ST LOUIS AV "
"Fenced & Locked or Paved Lot","14436000140","44369140000","4260 KOSSUTH AV "
"Vacant Lot","14416170300","44169685000","4223 N NEWSTEAD AV "
"Vacant Lot","14412040010","44129335000","4114 N TAYLOR AV "
"Garden Lot","14416170395","44169735000","4429 PENROSE ST "
"Fenced & Locked or Paved Lot","14413000850","44139850000","4159 N NEWSTEAD AV "
"Vacant Building","14413000820","44139820000","4499 LEE AV "
"Vacant Building","14410010100","44109050000","4456 MARGARETTA AV "
"Vacant Lot","14411010490","44119240000","4048 CAMELLIA AV "
"Vacant Building","14391110530","43919765000","4881 ANDERSON AV "
"Commercial","14259180260","42599105000","553 BITTNER ST "
"Northside Regeneration VL","11002000010","10029010000","2834 THOMAS ST "
"Vacant Lot","11817000010","18179010000","2752 HICKORY ST "
"Vacant Lot","11817000020","18179020000","2740 HICKORY ST "
"Vacant Lot","11817000030","18179030000","2738 HICKORY ST "
"Northside Regeneration VL","11006000110","10069110000","2928 JAMES COOL PAPA BELL AV "
"Northside Regeneration VL","11006000170","10069170000","2912 JAMES COOL PAPA BELL AV "
"Vacant Lot","11817000090","18179090000","2724 HICKORY ST "
"Northside Regeneration VL","11008000100","10089100000","1105 GLASGOW AV "
"Northside Regeneration VL","11008000160","10089160000","2907 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","13892000050","38929050000","4534 WEST PINE BLVD "
"Garden Lot ","13866000290","38669290000","5363 CABANNE AV "
"Vacant Lot","12322030135","23229055000","1629 19TH ST "
"Vacant Lot","12396000010","23969010000","3720 GLASGOW AV "
"Northside Regeneration VL","10980060055","09809175000","2700 COLE ST "
"Fenced & Locked or Paved Lot","10419000320","04199320000","711 S 7TH ST "
"Primary Highway Easement","11377000341","13779341000","2229 OREGON AV "
"Vacant Lot","10983000100","09839100000","2714 DR SAMUEL T SHEPARD DR "
"Fenced & Locked or Paved Lot","11550000120","15509120000","3425 LEMP AV "
"Vacant Lot","12267000140","22679140000","2227 RUTGER ST "
"Sensient Colors","12366000195","23669195000","2710 N LEFFINGWELL AV "
"Vacant Lot","12396000040","23969040000","3929 PARNELL ST "
"Vacant Lot","12608000170","26089170000","2219 MONTANA ST "
"Northside Regeneration VL","10999000270","09999270000","2823 STODDARD ST "
"Vacant Building","11645000040","16459040000","3836 OHIO AV "
"Vacant Building","11645000070","16459070000","3830 OHIO AV "
"Fenced & Locked or Paved Lot","11817000270","18179270000","2729 RUTGER ST "
"Vacant Lot","14517050640","45179310000","2804 ARLINGTON AV "
"Vacant Lot","14520000010","45209010000","3300 SEMPLE AV "
"MSD Water Management","14518000320","45189320000","3101 ABNER PL "
"Vacant Lot","14520000110","45209110000","3402 SEMPLE AV "
"Vacant Building","14515000110","45159110000","5350 WABADA AV "
"Vacant Lot","14516110020","45169285000","2518 ARLINGTON AV "
"Vacant Building","14500010030","45009015000","5048 TERRY AV "
"Sensient Colors","12367000120","23679120000","2806 ST LOUIS AV "
"Vacant Lot","12397000030","23979030000","3910 PARNELL ST "
"Vacant Building","14468060280","44689140000","4234 W LABADIE AV "
"Vacant Building","11006000020","10069020000","2954 JAMES COOL PAPA BELL AV "
"Garden Lot","11384000380","13849380000","2257 MISSOURI AV "
"Northside Regeneration VL","11008000040","10089040000","2916 GAMBLE ST "
"Vacant Lot","16097000390","60979390000","5867 MAFFITT AV "
"Vacant Building","16099000100","60999100000","5860 ST LOUIS AV "
"Vacant Building","16097000050","60979050000","5874 TERRY AV "
"Rehab","16096000210","60969210000","5861 KENNERLY AV "
"Rehab","16096000250","60969250000","5875 KENNERLY AV "
"Vacant Lot","16098000190","60989190000","5818 ROOSEVELT PL "
"Vacant Lot","16099000240","60999240000","5815 ROOSEVELT PL "
"Fenced & Locked or Paved Lot","16091000330","60919330000","4095 BLOW ST "
"Northside Regeneration VL","10977000270","09779270000","2731 GAMBLE ST "
"Northside Regeneration VL","10978000110","09789110000","2714 GAMBLE ST "
"Vacant Building","14992000020","49929020000","5896 LOTUS AV "
"Vacant Building","14990000360","49909360000","5857 DR MARTIN LUTHER KING DR "
"Fenced & Locked or Paved Lot","14972000321","49729321000","4257 BLAINE AV "
"Vacant Building","15146000080","51469080000","5158 RAYMOND AV "
"Fenced & Locked or Paved Lot","15146000100","51469100000","5146 RAYMOND AV "
"Vacant Lot","15140000230","51409230000","5380 QUEENS AV "
"Vacant Lot","15220000180","52209180000","2927 GREER AV "
"Vacant Building","15209000200","52099200000","835 MCLARAN AV "
"Vacant Building","15204000340","52049340000","7932 N BROADWAY "
"Vacant Building","15201000620","52019620000","5717 KENNERLY AV "
"Fenced & Locked or Paved Lot","15202000680","52029680000","5741 MAFFITT AV "
"Rehab","15201000230","52019230000","5662 MAFFITT AV "
"Vacant Lot","15200000330","52009330000","5632 KENNERLY AV "
"Vacant Lot","15200000170","52009170000","5714 KENNERLY AV "
"Vacant Building","15199000430","51999430000","5600 HIGHLAND AV "
"Green Space Proj/Habitat Rest","15280000020","52809020000","5542 LABADIE AV "
"Vacant Lot","15281000070","52819070000","5532 GREER AV "
"Vacant Lot","15291000270","52919270000","4975 DAVISON AV "
"Vacant Building","15190000050","51909050000","3956 PALM ST "
"Vacant Lot","15197000310","51979310000","4401 LAFAYETTE AV "
"Vacant Building","15191000350","51919350000","3953 PALM ST "
"Vacant Building","15189000075","51899075000","3946 LEXINGTON AV "
"Vacant Lot","15187000210","51879210000","3903 GREER AV "
"Vacant Lot","15238000260","52389260000","5628 GREER AV "
"Vacant Building","15243000570","52439570000","5651 TERRY AV "
"Fenced & Locked or Paved Lot","15243000510","52439510000","5633 TERRY AV "
"Vacant Building","15227000150","52279150000","705 THRUSH AV "
"Fenced & Locked or Paved Lot","15153000400","51539400000","5059 MAPLE AV "
"Vacant Lot","15147000290","51479290000","5143 RAYMOND AV "
"Vacant Lot","15131000010","51319010000","5502 PLOVER AV "
"Vacant Building","15135000171","51359171000","5766 W FLORISSANT AV "
"Vacant Lot","15126000280","51269280000","5465 WREN AV "
"Vacant Lot","15122000240","51229240000","5271 WREN AV "
"Vacant Building","15125000240","51259240000","5477 PLOVER AV "
"Vacant Lot","15124000030","51249030000","5406 PLOVER AV "
"Vacant Building","15113110290","51139380000","4331 ARCO AV "
"Vacant Lot","10409000045","04099045000","1701 S TUCKER BLVD "
"Vacant Lot","11886000090","18869090000","1714 BACON ST "
"Vacant Lot","10972000030","09729030000","2624 THOMAS ST "
"Fenced & Locked or Paved Lot","10973000080","09739080000","2617 THOMAS ST "
"Fenced & Locked or Paved Lot","10973000150","09739150000","1340 ELLIOTT AV "
"Vacant Lot","10974000050","09749050000","2726 SHERIDAN AV "
"Vacant Lot","12437060120","24379190000","4220 N 20TH ST "
"Vacant Lot","15081000100","50819100000","5436 UNION BLVD "
"Northside Regeneration VL","11886000030","18869030000","1530 BACON ST "
"Vacant Building","12608000050","26089050000","2232 OSAGE ST "
"Vacant Building","10409000210","04099210000","1723 S TUCKER BLVD "
"Northside Regeneration VL","10975000220","09759220000","2701 JAMES COOL PAPA BELL AV "
"Vacant Building","15257000100","52579100000","5552 ST LOUIS AV "
"Vacant Lot","15256000090","52569090000","5558 ST EDWARD AV "
"MSD Water Management","15247000320","52479320000","3016 ABNER PL "
"Vacant Lot","15246000090","52469090000","5322 LABADIE AV "
"Vacant Lot","15244000540","52449540000","5647 ROOSEVELT PL "
"Vacant Lot","15238000650","52389650000","5747 LABADIE AV "
"Vacant Lot","15242000085","52429085000","5560 LABADIE AV "
"Fenced & Locked or Paved Lot","15239000280","52399280000","5607 GREER AV "
"Green Space Proj/Habitat Rest","15242000210","52429210000","5575 ST LOUIS AV "
"Vacant Building","15238000370","52389370000","5609 LABADIE AV "
"Green Space Proj/Habitat Rest","15237000470","52379470000","5639 ST LOUIS AV "
"Vacant Building","15276000060","52769060000","960 CANAAN AV "
"Vacant Building","15308000230","53089230000","1459 ROWAN AV "
"Fenced & Locked or Paved Lot","15221000110","52219110000","2901 DODIER ST "
"Vacant Lot","15202000400","52029400000","5627 MAFFITT AV "
"MSD Water Management","15202000490","52029490000","5653 MAFFITT AV "
"Vacant Lot","15202000660","52029660000","5737 MAFFITT AV "
"Vacant Lot","15201000040","52019040000","5750 MAFFITT AV "
"Vacant Building","15201000690","52019690000","5733 KENNERLY AV "
"Vacant Lot","15133000040","51339040000","5510 ROBIN AV "
"Vacant Lot","15122000270","51229270000","5263 WREN AV "
"Vacant Building","15590000360","55909360000","5717 ERA AV "
"Vacant Building","15595000070","55959070000","4030 N TAYLOR AV "
"Sensient Colors","12364000100","23649100000","2619 NORTH MARKET ST "
"Vacant Lot","12437050220","24379110000","1907 FARRAGUT ST "
"Vacant Lot","15351000220","53519220000","5931 LAURA AV "
"Fenced & Locked or Paved Lot","11527000270","15279270000","2105 CHEROKEE ST "
"Vacant Lot","10405000045","04059045000","1820 S TUCKER BLVD "
"Vacant Lot","11353000345","13539345000","2757 ACCOMAC ST "
"Vacant Building","15152000170","51529170000","5038 MAPLE AV "
"Vacant Building","15146000090","51469090000","5152 RAYMOND AV "
"Vacant Building","15137000180","51379180000","5541 PARTRIDGE AV "
"Vacant Building","15142000370","51429370000","5431 N KINGSHIGHWAY BLVD "
"Fenced & Locked or Paved Lot","15199000610","51999610000","5645 WABADA AV "
"Vacant Lot","15123000400","51239400000","5207 ROBIN AV "
"Vacant Lot","15126000380","51269380000","5429 WREN AV "
"Vacant Lot","15126000390","51269390000","5427 WREN AV "
"Vacant Building","15113110280","51139375000","4329 ARCO AV "
"Vacant Lot","15121000050","51219050000","5218 WREN AV "
"Fenced & Locked or Paved Lot","15112020350","51129180000","1084 S NEWSTEAD AV "
"Vacant Lot","10409000040","04099040000","1220 LAFAYETTE AV "
"Vacant Building","10409000090","04099090000","1725 S TUCKER BLVD "
"Fenced & Locked or Paved Lot","10973000070","09739070000","2615 THOMAS ST "
"Fenced & Locked or Paved Lot","10973000140","09739140000","1338 ELLIOTT AV "
"Vacant Building","14440100310","44409700000","4237 W ASHLAND AV "
"Vacant Lot","13682000220","36829220000","1525 ANNIE MALONE DR "
"Vacant Lot","13716000510","37169510000","4543 COTTAGE AV "
"Vacant Building","13575000110","35759110000","4128 PENROSE ST "
"Vacant Building","13587000750","35879750000","3941 SHERMAN PL "
